Genesymbol	miRNA	Cancertype	Targetsiteclass
FGFR1	hsa-miR-1280	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-1280	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-1280	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-1280	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-1280	"LiverCancer(NCC,JP)"	Disrupted
PDGFD	hsa-miR-7-1-3p	"LiverCancer(NCC,JP)"	Disrupted
PDGFD	hsa-miR-7-1-3p	"LiverCancer(NCC,JP)"	Disrupted
ZNF320	hsa-miR-193a-3p	"LiverCancer(NCC,JP)"	Disrupted
MXI1	hsa-miR-607	"LiverCancer(RIKEN,JP)"	Disrupted
MXI1	hsa-miR-607	"LiverCancer(RIKEN,JP)"	Disrupted
MXI1	hsa-miR-607	"LiverCancer(RIKEN,JP)"	Disrupted
PCM1	hsa-miR-4735-3p	"ProstateCancer(OICR,CA)"	Disrupted
BCL2	hsa-miR-632	"ProstateCancer(OICR,CA)"	Disrupted
THRB	hsa-miR-3918	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-3918	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-3918	"LiverCancer(RIKEN,JP)"	Disrupted
THRB	hsa-miR-3918	"LiverCancer(RIKEN,JP)"	Disrupted
PAX3	hsa-miR-611	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
SMAP2	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-3154	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ABL2	hsa-miR-4804-5p	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-520h	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-1178	"ProstateCancer(OICR,CA)"	Disrupted
PBX1	hsa-miR-1178	"ProstateCancer(OICR,CA)"	Disrupted
PBX1	hsa-miR-1178	"ProstateCancer(OICR,CA)"	Disrupted
GNAS	hsa-miR-548ax	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-548ax	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-4731-3p	"LiverCancer(NCC,JP)"	Disrupted
LITAF	hsa-miR-298	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
TCL1B	hsa-miR-520g	"LiverCancer(NCC,JP)"	Disrupted
CCNL1	hsa-miR-34a-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-367-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ING3	hsa-miR-581	"LiverCancer(NCC,JP)"	Disrupted
BCAS4	hsa-miR-4651	"LiverCancer(RIKEN,JP)"	Disrupted
ING3	hsa-miR-599	"LiverCancer(NCC,JP)"	Disrupted
ZNF320	hsa-miR-892b	"LiverCancer(NCC,JP)"	Disrupted
STIL	hsa-miR-4266	"ProstateCancer(OICR,CA)"	Disrupted
STIL	hsa-miR-4266	"ProstateCancer(OICR,CA)"	Disrupted
PDGFD	hsa-miR-4434	"LiverCancer(NCC,JP)"	Disrupted
PDGFD	hsa-miR-4434	"LiverCancer(NCC,JP)"	Disrupted
LITAF	hsa-miR-5092	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
CCNL1	hsa-miR-5094	"LiverCancer(RIKEN,JP)"	Disrupted
SEC31A	hsa-miR-302c-5p	"LiverCancer(NCC,JP)"	Disrupted
SEC31A	hsa-miR-302c-5p	"LiverCancer(NCC,JP)"	Disrupted
SEC31A	hsa-miR-302c-5p	"LiverCancer(NCC,JP)"	Disrupted
SEC31A	hsa-miR-302c-5p	"LiverCancer(NCC,JP)"	Disrupted
SEC31A	hsa-miR-302c-5p	"LiverCancer(NCC,JP)"	Disrupted
SEC31A	hsa-miR-302c-5p	"LiverCancer(NCC,JP)"	Disrupted
SPECC1	hsa-miR-5684	"ProstateCancer(OICR,CA)"	Disrupted
SPECC1	hsa-miR-5684	"ProstateCancer(OICR,CA)"	Disrupted
SPECC1	hsa-miR-5684	"ProstateCancer(OICR,CA)"	Disrupted
ING3	hsa-miR-4669	"LiverCancer(NCC,JP)"	Disrupted
PML	hsa-miR-4420	"LiverCancer(NCC,JP)"	Created
ZNF320	hsa-miR-216b	"ProstateCancer(OICR,CA)"	Disrupted
BCL11A	hsa-miR-155-3p	"LiverCancer(NCC,JP)"	Disrupted
ZNF320	hsa-miR-216a	"ProstateCancer(OICR,CA)"	Disrupted
BRD8	hsa-miR-511	"LiverCancer(RIKEN,JP)"	Disrupted
BRD8	hsa-miR-219-2-3p	"LiverCancer(RIKEN,JP)"	Disrupted
KIT	hsa-miR-1321	"LiverCancer(RIKEN,JP)"	Disrupted
KIT	hsa-miR-1321	"LiverCancer(RIKEN,JP)"	Disrupted
USP28	hsa-miR-4477a	"ProstateCancer(OICR,CA)"	Disrupted
FURIN	hsa-miR-2355-3p	"LiverCancer(RIKEN,JP)"	Disrupted
PIK3R1	hsa-miR-572	"LiverCancer(NCC,JP)"	Disrupted
PIK3R1	hsa-miR-572	"LiverCancer(NCC,JP)"	Disrupted
PIK3R1	hsa-miR-572	"LiverCancer(NCC,JP)"	Disrupted
PIK3R1	hsa-miR-572	"LiverCancer(NCC,JP)"	Disrupted
HOPX	hsa-miR-4303	"LiverCancer(NCC,JP)"	Disrupted
GNAS	hsa-miR-4462	"LiverCancer(NCC,JP)"	Disrupted
GNAS	hsa-miR-4462	"LiverCancer(NCC,JP)"	Disrupted
PCM1	hsa-miR-4761-5p	"ProstateCancer(OICR,CA)"	Disrupted
PBX1	hsa-miR-4754	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
CRKL	hsa-miR-218-5p	"LiverCancer(NCC,JP)"	Disrupted
PML	hsa-miR-2114-3p	"ProstateCancer(OICR,CA)"	Created
ABL1	hsa-miR-31-3p	"LiverCancer(NCC,JP)"	Disrupted
ABL1	hsa-miR-31-3p	"LiverCancer(NCC,JP)"	Disrupted
BCL2	hsa-miR-3120-5p	"ProstateCancer(OICR,CA)"	Disrupted
SMAP2	hsa-miR-4516	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-4516	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-4516	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-4516	"LiverCancer(RIKEN,JP)"	Disrupted
GNAS	hsa-miR-548ao-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-548ao-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
CREB3L2	hsa-miR-663b	"LiverCancer(RIKEN,JP)"	Disrupted
NCKIPSD	hsa-miR-4723-3p	"LiverCancer(RIKEN,JP)"	Disrupted
NCKIPSD	hsa-miR-4723-3p	"LiverCancer(RIKEN,JP)"	Disrupted
AFF4	hsa-miR-425-5p	"LiverCancer(RIKEN,JP)"	Disrupted
CRKL	hsa-miR-2115-5p	"LiverCancer(NCC,JP)"	Disrupted
CRKL	hsa-miR-3977	"LiverCancer(NCC,JP)"	Disrupted
BCL2	hsa-miR-4711-3p	"ProstateCancer(OICR,CA)"	Disrupted
AFF4	hsa-miR-93-5p	"LiverCancer(RIKEN,JP)"	Disrupted
AKT2	hsa-miR-124-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-124-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-124-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-3622a-5p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-3622a-5p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-3622a-5p	"LiverCancer(NCC,JP)"	Disrupted
RUNX1	hsa-miR-485-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1	hsa-miR-485-5p	"LiverCancer(RIKEN,JP)"	Disrupted
PBX1	hsa-miR-3137	"LiverCancer(NCC,JP)"	Disrupted
SMAP2	hsa-miR-4434	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-4434	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-4434	"LiverCancer(RIKEN,JP)"	Disrupted
SMAP2	hsa-miR-4434	"LiverCancer(RIKEN,JP)"	Disrupted
PAX3	hsa-miR-4317	"LiverCancer(RIKEN,JP)"	Disrupted
PAX3	hsa-miR-4317	"LiverCancer(RIKEN,JP)"	Disrupted
PAX3	hsa-miR-4317	"LiverCancer(RIKEN,JP)"	Disrupted
PAX3	hsa-miR-4317	"LiverCancer(RIKEN,JP)"	Disrupted
VAV2	hsa-miR-5047	"LiverCancer(NCC,JP)"	Disrupted
VAV2	hsa-miR-5047	"LiverCancer(NCC,JP)"	Disrupted
ETV6	hsa-miR-5011-5p	"LiverCancer(RIKEN,JP)"	Created
ENTPD5	hsa-miR-4456	"LiverCancer(NCC,JP)"	Disrupted
ZNF320	hsa-miR-4482-5p	"ProstateCancer(OICR,CA)"	Disrupted
REL	hsa-miR-3159	"ProstateCancer(OICR,CA)"	Disrupted
RNF213	hsa-miR-4293	"ProstateCancer(OICR,CA)"	Disrupted
PDGFRB	hsa-miR-2392	"LiverCancer(NCC,JP)"	Disrupted
TCL1B	hsa-miR-520h	"LiverCancer(NCC,JP)"	Disrupted
PDGFB	hsa-miR-5100	"BreastCarcinoma(WTSI,UK)"	Disrupted
PDGFB	hsa-miR-5100	"BreastCarcinoma(WTSI,UK)"	Disrupted
GNAS	hsa-miR-4293	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
PAX3	hsa-miR-4317	"LiverCancer(RIKEN,JP)"	Disrupted
PDGFD	hsa-miR-5703	"LiverCancer(NCC,JP)"	Disrupted
PDGFD	hsa-miR-5703	"LiverCancer(NCC,JP)"	Disrupted
CDKN1B	hsa-miR-5696	"LiverCancer(NCC,JP)"	Disrupted
SYK	hsa-miR-1255b-2-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-1255b-2-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-1255b-2-3p	"LiverCancer(RIKEN,JP)"	Disrupted
SYK	hsa-miR-1255b-2-3p	"LiverCancer(RIKEN,JP)"	Disrupted
NCKIPSD	hsa-miR-3183	"LiverCancer(RIKEN,JP)"	Disrupted
NCKIPSD	hsa-miR-3183	"LiverCancer(RIKEN,JP)"	Disrupted
ZNF320	hsa-miR-3064-5p	"LiverCancer(NCC,JP)"	Disrupted
MTCP1	hsa-miR-5692b	"LiverCancer(NCC,JP)"	Disrupted
MTCP1	hsa-miR-5692c	"LiverCancer(NCC,JP)"	Disrupted
GNAS	hsa-miR-4293	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
VAV2	hsa-miR-1301	"LiverCancer(NCC,JP)"	Disrupted
VAV2	hsa-miR-1301	"LiverCancer(NCC,JP)"	Disrupted
BCL9	hsa-miR-619	"LiverCancer(NCC,JP)"	Disrupted
BCL9	hsa-miR-631	"LiverCancer(NCC,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
ERBB4	hsa-miR-3680-3p	"LiverCancer(RIKEN,JP)"	Created
PAX3	hsa-miR-4708-5p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
FGFR1	hsa-miR-377-3p	"LiverCancer(NCC,JP)"	Disrupted
KAT6A	hsa-miR-4772-5p	"BreastCarcinoma(WTSI,UK)"	Disrupted
KAT6A	hsa-miR-4772-5p	"BreastCarcinoma(WTSI,UK)"	Disrupted
KAT6A	hsa-miR-4772-5p	"BreastCarcinoma(WTSI,UK)"	Disrupted
GNAS	hsa-miR-532-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-532-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Disrupted
BCL9	hsa-miR-492	"LiverCancer(NCC,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MECOM	hsa-miR-624-3p	"LiverCancer(RIKEN,JP)"	Disrupted
BCAS4	hsa-miR-1293	"LiverCancer(RIKEN,JP)"	Disrupted
KIT	hsa-miR-4756-5p	"LiverCancer(RIKEN,JP)"	Disrupted
KIT	hsa-miR-4756-5p	"LiverCancer(RIKEN,JP)"	Disrupted
EGFR	hsa-miR-3692-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TCL1B	hsa-miR-3926	"LiverCancer(NCC,JP)"	Disrupted
TOP1	hsa-miR-25-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-25-3p	"LiverCancer(RIKEN,JP)"	Disrupted
BRI3BP	hsa-miR-4768-5p	"LiverCancer(NCC,JP)"	Disrupted
PAX3	hsa-miR-4737	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
STIL	hsa-miR-4695-5p	"ProstateCancer(OICR,CA)"	Disrupted
STIL	hsa-miR-4695-5p	"ProstateCancer(OICR,CA)"	Disrupted
TOP1	hsa-miR-363-3p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-363-3p	"LiverCancer(RIKEN,JP)"	Disrupted
ZNF320	hsa-miR-3130-5p	"ProstateCancer(OICR,CA)"	Disrupted
ERBB3	hsa-miR-1197	"LiverCancer(NCC,JP)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ABL2	hsa-miR-3943	"ProstateCancer(OICR,CA)"	Disrupted
ENTPD5	hsa-miR-4299	"LiverCancer(NCC,JP)"	Disrupted
MET	hsa-miR-1283	"ProstateCancer(OICR,CA)"	Disrupted
MET	hsa-miR-1283	"ProstateCancer(OICR,CA)"	Disrupted
RNF213	hsa-miR-370	"ProstateCancer(OICR,CA)"	Disrupted
KAT5	hsa-miR-3925-5p	"LiverCancer(RIKEN,JP)"	Disrupted
KAT5	hsa-miR-3925-5p	"LiverCancer(RIKEN,JP)"	Disrupted
KAT5	hsa-miR-3925-5p	"LiverCancer(RIKEN,JP)"	Disrupted
KAT5	hsa-miR-3925-5p	"LiverCancer(RIKEN,JP)"	Disrupted
BCAS4	hsa-miR-608	"LiverCancer(RIKEN,JP)"	Disrupted
REL	hsa-miR-4746-3p	"ProstateCancer(OICR,CA)"	Disrupted
AFF1	hsa-miR-19b-3p	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-1226-3p	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-1226-3p	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-1226-3p	"LiverCancer(NCC,JP)"	Disrupted
WHSC1	hsa-miR-1226-3p	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-564	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-564	"LiverCancer(NCC,JP)"	Disrupted
AKT2	hsa-miR-564	"LiverCancer(NCC,JP)"	Disrupted
LITAF	hsa-miR-1184	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
PAX3	hsa-miR-155-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
KRAS	hsa-miR-552	"LiverCancer(RIKEN,JP)"	Created
GNAS	hsa-miR-188-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-188-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Disrupted
TOP1	hsa-miR-92b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
GFI1	hsa-miR-3654	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-3654	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-3654	"LiverCancer(NCC,JP)"	Disrupted
TOP1	hsa-miR-92b-3p	"LiverCancer(RIKEN,JP)"	Disrupted
USP4	hsa-miR-129-5p	"LiverCancer(RIKEN,JP)"	Disrupted
USP4	hsa-miR-129-5p	"LiverCancer(RIKEN,JP)"	Disrupted
TOP1	hsa-miR-92a-3p	"LiverCancer(RIKEN,JP)"	Disrupted
HOPX	hsa-miR-339-3p	"LiverCancer(NCC,JP)"	Disrupted
TOP1	hsa-miR-92a-3p	"LiverCancer(RIKEN,JP)"	Disrupted
BCAS4	hsa-miR-4483	"LiverCancer(RIKEN,JP)"	Disrupted
GFI1	hsa-miR-3166	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-3166	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-3166	"LiverCancer(NCC,JP)"	Disrupted
RAF1	hsa-let-7i-3p	"ColonAdenocarcinoma(TCGA,US)"	Disrupted
ENTPD5	hsa-miR-548q	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-4494	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-4494	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-4494	"LiverCancer(NCC,JP)"	Disrupted
CCNL1	hsa-miR-3686	"LiverCancer(RIKEN,JP)"	Disrupted
ING3	hsa-miR-3657	"LiverCancer(NCC,JP)"	Disrupted
RUNX1T1	hsa-miR-193a-5p	"LiverCancer(RIKEN,JP)"	Disrupted
GFI1	hsa-miR-4771	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-4771	"LiverCancer(NCC,JP)"	Disrupted
GFI1	hsa-miR-4771	"LiverCancer(NCC,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
RUNX1T1	hsa-miR-3621	"LiverCancer(RIKEN,JP)"	Disrupted
ENTPD5	hsa-miR-3194-3p	"LiverCancer(NCC,JP)"	Disrupted
ERG	hsa-miR-4646-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-4646-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-4646-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-4646-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-4646-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-4646-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-204-3p	Hypodiploid_ALL	Created
ERG	hsa-miR-204-3p	Hypodiploid_ALL	Created
ERG	hsa-miR-204-3p	Hypodiploid_ALL	Created
ERG	hsa-miR-204-3p	Hypodiploid_ALL	Created
ERG	hsa-miR-204-3p	Hypodiploid_ALL	Created
ERG	hsa-miR-204-3p	Hypodiploid_ALL	Created
ERG	hsa-miR-1302	Hypodiploid_ALL	Created
ERG	hsa-miR-1302	Hypodiploid_ALL	Created
ERG	hsa-miR-1302	Hypodiploid_ALL	Created
ERG	hsa-miR-1302	Hypodiploid_ALL	Created
ERG	hsa-miR-1302	Hypodiploid_ALL	Created
ERG	hsa-miR-1302	Hypodiploid_ALL	Created
ERG	hsa-miR-4314	Hypodiploid_ALL	Created
ERG	hsa-miR-4314	Hypodiploid_ALL	Created
ERG	hsa-miR-4314	Hypodiploid_ALL	Created
ERG	hsa-miR-4314	Hypodiploid_ALL	Created
ERG	hsa-miR-4314	Hypodiploid_ALL	Created
ERG	hsa-miR-4314	Hypodiploid_ALL	Created
ERG	hsa-miR-330-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-330-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-330-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-330-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-330-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-330-5p	Hypodiploid_ALL	Created
ERG	hsa-miR-4298	Hypodiploid_ALL	Created
ERG	hsa-miR-4298	Hypodiploid_ALL	Created
ERG	hsa-miR-4298	Hypodiploid_ALL	Created
ERG	hsa-miR-4298	Hypodiploid_ALL	Created
ERG	hsa-miR-4298	Hypodiploid_ALL	Created
ERG	hsa-miR-4298	Hypodiploid_ALL	Created
ERG	hsa-miR-1470	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-326	Hypodiploid_ALL	Created
ERG	hsa-miR-1470	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-326	Hypodiploid_ALL	Created
ERG	hsa-miR-1470	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-326	Hypodiploid_ALL	Created
ERG	hsa-miR-1470	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-326	Hypodiploid_ALL	Created
ERG	hsa-miR-1470	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-326	Hypodiploid_ALL	Created
ERG	hsa-miR-1470	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-326	Hypodiploid_ALL	Created
ERG	hsa-miR-4497	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-4497	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-4497	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-4497	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-4497	Hypodiploid_ALL	Disrupted
ERG	hsa-miR-4497	Hypodiploid_ALL	Disrupted
KAT6A	hsa-miR-4418	Hypodiploid_ALL	Created
KAT6A	hsa-miR-4418	Hypodiploid_ALL	Created
KAT6A	hsa-miR-4418	Hypodiploid_ALL	Created
KAT6A	hsa-miR-4698	Hypodiploid_ALL	Created
KAT6A	hsa-miR-4698	Hypodiploid_ALL	Created
KAT6A	hsa-miR-4698	Hypodiploid_ALL	Created
KAT6A	hsa-miR-548aw	Hypodiploid_ALL	Created
KAT6A	hsa-miR-548aw	Hypodiploid_ALL	Created
KAT6A	hsa-miR-548aw	Hypodiploid_ALL	Created
KAT6A	hsa-miR-3607-3p	Hypodiploid_ALL	Disrupted
KAT6A	hsa-miR-3607-3p	Hypodiploid_ALL	Disrupted
KAT6A	hsa-miR-3607-3p	Hypodiploid_ALL	Disrupted
KAT6A	hsa-miR-1183	Hypodiploid_ALL	Disrupted
KAT6A	hsa-miR-1183	Hypodiploid_ALL	Disrupted
KAT6A	hsa-miR-1183	Hypodiploid_ALL	Disrupted
NSD1	hsa-miR-377-5p	Hypodiploid_ALL	Disrupted
NSD1	hsa-miR-377-5p	Hypodiploid_ALL	Disrupted
PRKCA	hsa-miR-130b-5p	Hypodiploid_ALL	Created
PRKCA	hsa-miR-3124-3p	Hypodiploid_ALL	Created
PRKCA	hsa-miR-660-3p	Hypodiploid_ALL	Disrupted
PRKCA	hsa-miR-3667-3p	Hypodiploid_ALL	Disrupted
RB1	hsa-miR-1912	Hypodiploid_ALL	Disrupted
